SchemeCode,AMC,SchemeType,CategoryRaw,Category,SubCategory
145895,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
145896,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
145897,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
145898,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
145899,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
145900,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145902,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145903,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145904,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
145905,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
145906,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
145907,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
145909,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
145914,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145915,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145916,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145917,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145926,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
145927,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
145928,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
145929,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
145930,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
145931,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
145935,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145936,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145939,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145940,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145941,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145946,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145951,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
145952,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
145953,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
145954,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
145959,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145960,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145961,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145962,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
145963,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145964,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145965,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145966,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145967,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145968,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145969,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145970,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145971,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145972,WhiteOak Capital Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
145981,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
145982,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
145983,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
145984,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
145985,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
145986,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
145995,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
145996,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
145997,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
145998,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
145999,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146000,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146005,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Hybrid,Dynamic Asset Allocation or Balanced Advantage
146006,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Hybrid,Dynamic Asset Allocation or Balanced Advantage
146007,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Hybrid,Dynamic Asset Allocation or Balanced Advantage
146008,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Hybrid,Dynamic Asset Allocation or Balanced Advantage
146009,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Hybrid,Dynamic Asset Allocation or Balanced Advantage
146010,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Hybrid,Dynamic Asset Allocation or Balanced Advantage
146017,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146018,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146019,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146022,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146027,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146029,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146030,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146031,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146032,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146033,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146034,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146035,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146036,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146037,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146038,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146039,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146040,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146041,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146042,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146043,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146044,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146045,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146046,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146047,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146048,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146049,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146050,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146051,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146052,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146053,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146054,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146055,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146056,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146057,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146058,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146059,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146061,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146062,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146063,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146064,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146065,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146066,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146067,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146068,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146069,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146070,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146071,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146072,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146073,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146074,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146075,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146076,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
146081,IDFC Mutual Fund,Close Ended Schemes,Income,Income,
146082,IDFC Mutual Fund,Close Ended Schemes,Income,Income,
146087,IDFC Mutual Fund,Close Ended Schemes,Income,Income,
146101,HSBC Mutual Fund,Close Ended Schemes,Income,Income,
146102,HSBC Mutual Fund,Close Ended Schemes,Income,Income,
146103,HSBC Mutual Fund,Close Ended Schemes,Income,Income,
146104,HSBC Mutual Fund,Close Ended Schemes,Income,Income,
146110,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146111,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146112,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146113,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146115,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146116,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146117,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146118,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146119,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146127,Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
146128,Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
146130,Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
146131,Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
146138,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146140,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146141,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146142,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146144,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146145,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146146,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146147,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146148,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146149,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146152,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146153,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146154,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146155,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146156,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146169,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146170,Reliance Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146171,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146172,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146183,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146184,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146185,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146186,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146187,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146188,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146189,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146190,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146191,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146192,Bandhan Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
146193,Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
146194,Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
146196,Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
146197,Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
146207,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
146208,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
146210,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
146212,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
146215,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
146216,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
146218,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146220,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146222,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146223,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146224,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146226,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146227,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146228,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146229,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146230,Motilal Oswal Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
146239,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146241,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146242,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146243,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146244,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146245,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146246,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146247,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146248,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146255,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146256,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146257,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146258,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146259,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146260,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146261,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146262,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146263,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146264,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146265,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146266,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146268,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146269,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146270,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146271,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,Other,Other  ETFs
146276,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146277,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146278,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146279,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146280,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146281,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146282,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146283,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146284,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146294,Union Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
146295,Union Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
146296,Union Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
146297,Union Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
146299,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146300,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146301,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146302,Canara Robeco Mutual Fund,Close Ended Schemes,Income,Income,
146303,Canara Robeco Mutual Fund,Close Ended Schemes,Income,Income,
146304,Canara Robeco Mutual Fund,Close Ended Schemes,Income,Income,
146305,Canara Robeco Mutual Fund,Close Ended Schemes,Income,Income,
146306,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146307,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146308,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146309,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146310,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146324,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146325,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146326,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146327,Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146328,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146329,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146330,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146331,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146340,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146342,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146343,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146344,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146345,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146346,ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
146347,ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
146348,ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
146349,ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
146370,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146371,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146372,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146373,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146374,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146375,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,Income,
146376,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
146377,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
146378,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
146379,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
146380,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
146381,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
146382,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
146383,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
146388,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,Other,Other  ETFs
146405,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
146407,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
146408,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
146409,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
146445,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146446,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146448,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146450,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146455,Invesco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
146456,Invesco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
146457,Invesco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
146458,Invesco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
146465,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146466,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146467,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146468,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146469,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146470,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146471,Reliance Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146472,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146473,Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146475,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146476,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146477,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146478,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146479,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146480,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146481,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146482,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146484,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146485,HSBC Mutual Fund,Close Ended Schemes,Income,Income,
146486,HSBC Mutual Fund,Close Ended Schemes,Income,Income,
146487,HSBC Mutual Fund,Close Ended Schemes,Income,Income,
146488,HSBC Mutual Fund,Close Ended Schemes,Income,Income,
146497,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146498,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146499,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146500,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146501,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146502,HDFC Mutual Fund,Close Ended Schemes,Income,Income,
146512,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
146513,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
146514,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
146515,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
146530,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146531,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146532,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146533,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146535,ICICI Prudential Mutual Fund,Close Ended Schemes,Income,Income,
146536,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146537,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
146538,UTI Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
