SchemeCode,AMC,SchemeType,CategoryRaw,Category,SubCategory
100927,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
100928,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
100929,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
100948,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
100949,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
100950,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
100952,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,Income,
100953,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,Income,
100954,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,Income,
100955,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,Income,
100968,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
100997,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100998,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100999,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
101001,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
101002,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund with 10 year constant duration,Debt,Gilt Fund with 10 year constant duration
101003,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund with 10 year constant duration,Debt,Gilt Fund with 10 year constant duration
101042,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
101044,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101048,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101049,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
101065,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
101066,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
101069,quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
101070,quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
101071,quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
101072,quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
101078,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101083,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
101084,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
101098,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,Income,
101127,ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
101143,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
101144,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
101161,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
101162,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
101163,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
101165,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101169,SBI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
101181,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
101184,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101185,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101186,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
101187,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
101188,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
101198,LIC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101199,LIC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101200,LIC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101201,LIC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101206,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
101209,Taurus Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
101221,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
101222,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
101224,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101228,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
101229,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101230,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101231,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101232,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101236,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101237,Franklin Templeton Mutual Fund,140463;INF955L01GU8;-;Baroda Pioneer Short Term Bond Fund - Plan B -,Direct,Direct,
101238,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101242,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101244,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101246,Franklin Templeton Mutual Fund,140463;INF955L01GU8;-;Baroda Pioneer Short Term Bond Fund - Plan B -,Direct,Direct,
101262,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101263,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101264,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101271,LIC Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
101281,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101295,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101303,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101304,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101305,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101306,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101313,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101314,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101316,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
101317,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
101349,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101350,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101351,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101356,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
101357,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
101358,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
101359,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
101372,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101373,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101407,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101408,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101409,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101491,Tata Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
101519,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101520,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101521,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101524,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101525,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101530,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
101538,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
101539,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
101547,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101548,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101549,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101551,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
101585,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
101586,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
101587,Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
101588,Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
101591,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
101592,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
101593,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
101594,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
101605,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
101609,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
101617,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
101618,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
101619,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
101635,DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
101636,DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
101642,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
101643,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
101656,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
101657,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
101659,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101665,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101667,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101669,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101672,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
101685,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
101686,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
101703,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
101705,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,Other,Other  ETFs
101706,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
101714,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101737,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,Equity,Dividend Yield Fund
101738,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,Equity,Dividend Yield Fund
101746,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
101748,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101750,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101751,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101752,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101753,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,Income,
101754,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101755,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101758,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101759,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101762,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
101763,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
101764,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
101765,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
101766,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101793,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101794,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101795,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101796,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101797,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101798,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101799,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101800,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101801,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101802,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101803,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101804,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Debt,Floater Fund
101805,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101806,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101807,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101808,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101816,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
101818,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
101823,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
101824,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
101829,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
101830,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
101833,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101834,UTI Mutual Fund,Close Ended Schemes,ELSS,ELSS,
101837,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
101838,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
101839,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
101840,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
101843,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101844,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101847,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
101852,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101853,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
101862,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101863,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101864,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101866,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
101867,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
101868,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
101869,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
